date,year,month,month_num,sa_1st,sa_2nd,sa_3rd,sa_rev_2nd_minus_1st,sa_rev_3rd_minus_2nd,sa_rev_3rd_minus_1st,nsa_1st,nsa_2nd,nsa_3rd,nsa_rev_2nd_minus_1st,nsa_rev_3rd_minus_2nd,nsa_rev_3rd_minus_1st,source_url,scraped_at
1998-03-01,1998,Mar.,3,-36.0,-24.0,82.0,12.0,106.0,118.0,636.0,656.0,1066.0,20.0,410.0,430.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
1998-04-01,1998,Apr.,4,262.0,302.0,320.0,40.0,18.0,58.0,1027.0,1062.0,1082.0,35.0,20.0,55.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
1998-05-01,1998,May,5,296.0,309.0,328.0,13.0,19.0,32.0,1046.0,1065.0,1078.0,19.0,13.0,32.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
1998-06-01,1998,Jun.,6,205.0,196.0,189.0,-9.0,-7.0,-16.0,718.0,716.0,707.0,-2.0,-9.0,-11.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
1998-07-01,1998,Jul.,7,66.0,68.0,118.0,2.0,50.0,52.0,-1085.0,-1078.0,-1032.0,7.0,46.0,53.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
1998-08-01,1998,Aug.,8,365.0,309.0,322.0,-56.0,13.0,-43.0,203.0,150.0,165.0,-53.0,15.0,-38.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
1998-09-01,1998,Sep.,9,69.0,157.0,172.0,88.0,15.0,103.0,685.0,768.0,792.0,83.0,24.0,107.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
1998-10-01,1998,Oct.,10,116.0,145.0,164.0,29.0,19.0,48.0,713.0,687.0,706.0,-26.0,19.0,-7.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
1998-11-01,1998,Nov.,11,267.0,251.0,277.0,-16.0,26.0,10.0,333.0,316.0,336.0,-17.0,20.0,3.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
1998-12-01,1998,Dec.,12,378.0,298.0,314.0,-80.0,16.0,-64.0,156.0,76.0,96.0,-80.0,20.0,-60.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
1999-01-01,1999,Jan.,1,245.0,217.0,217.0,-28.0,0.0,-28.0,-2729.0,-2760.0,-2760.0,-31.0,0.0,-31.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
1999-02-01,1999,Feb.,2,275.0,297.0,335.0,22.0,38.0,60.0,852.0,871.0,916.0,19.0,45.0,64.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
1999-03-01,1999,Mar.,3,46.0,7.0,83.0,-39.0,76.0,37.0,650.0,598.0,775.0,-52.0,177.0,125.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
1999-04-01,1999,Apr.,4,234.0,343.0,321.0,109.0,-22.0,87.0,1085.0,1144.0,1123.0,59.0,-21.0,38.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
1999-05-01,1999,May,5,11.0,-5.0,28.0,-16.0,33.0,17.0,841.0,832.0,860.0,-9.0,28.0,19.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
1999-06-01,1999,Jun.,6,268.0,273.0,281.0,5.0,8.0,13.0,720.0,735.0,743.0,15.0,8.0,23.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
1999-07-01,1999,Jul.,7,310.0,338.0,373.0,28.0,35.0,63.0,-845.0,-825.0,-791.0,20.0,34.0,54.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
1999-08-01,1999,Aug.,8,124.0,103.0,129.0,-21.0,26.0,5.0,-47.0,-70.0,-49.0,-23.0,21.0,-2.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
1999-09-01,1999,Sep.,9,-8.0,41.0,103.0,49.0,62.0,111.0,630.0,689.0,698.0,59.0,9.0,68.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
1999-10-01,1999,Oct.,10,310.0,263.0,284.0,-47.0,21.0,-26.0,754.0,739.0,758.0,-15.0,19.0,4.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
1999-11-01,1999,Nov.,11,234.0,222.0,257.0,-12.0,35.0,23.0,393.0,380.0,418.0,-13.0,38.0,25.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
1999-12-01,1999,Dec.,12,315.0,316.0,309.0,1.0,-7.0,-6.0,105.0,102.0,91.0,-3.0,-11.0,-14.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
2000-01-01,2000,Jan.,1,387.0,384.0,394.0,-3.0,10.0,7.0,-2593.0,-2593.0,-2580.0,0.0,13.0,13.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
2000-02-01,2000,Feb.,2,43.0,7.0,27.0,-36.0,20.0,-16.0,657.0,619.0,640.0,-38.0,21.0,-17.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
2000-03-01,2000,Mar.,3,416.0,458.0,527.0,42.0,69.0,111.0,984.0,1029.0,1246.0,45.0,217.0,262.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
2000-04-01,2000,Apr.,4,340.0,414.0,410.0,74.0,-4.0,70.0,1133.0,1243.0,1234.0,110.0,-9.0,101.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
2000-05-01,2000,May,5,231.0,171.0,171.0,-60.0,0.0,-60.0,1059.0,1002.0,1000.0,-57.0,-2.0,-59.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
2000-06-01,2000,Jun.,6,11.0,30.0,57.0,19.0,27.0,46.0,600.0,626.0,653.0,26.0,27.0,53.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
2000-07-01,2000,Jul.,7,-108.0,-51.0,-40.0,57.0,11.0,68.0,-1442.0,-1398.0,-1386.0,44.0,12.0,56.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
2000-08-01,2000,Aug.,8,-105.0,-91.0,-79.0,14.0,12.0,26.0,-179.0,-176.0,-174.0,3.0,2.0,5.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
2000-09-01,2000,Sep.,9,252.0,195.0,195.0,-57.0,0.0,-57.0,737.0,692.0,718.0,-45.0,26.0,-19.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
2000-10-01,2000,Oct.,10,137.0,77.0,66.0,-60.0,-11.0,-71.0,656.0,550.0,536.0,-106.0,-14.0,-120.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
2000-11-01,2000,Nov.,11,94.0,59.0,53.0,-35.0,-6.0,-41.0,384.0,348.0,341.0,-36.0,-7.0,-43.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
2000-12-01,2000,Dec.,12,105.0,19.0,36.0,-86.0,17.0,-69.0,-101.0,-190.0,-173.0,-89.0,17.0,-72.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
2001-01-01,2001,Jan.,1,268.0,224.0,289.0,-44.0,65.0,21.0,-2738.0,-2782.0,-2719.0,-44.0,63.0,19.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
2001-02-01,2001,Feb.,2,135.0,140.0,136.0,5.0,-4.0,1.0,656.0,665.0,656.0,9.0,-9.0,0.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
2001-03-01,2001,Mar.,3,-86.0,-53.0,59.0,33.0,112.0,145.0,533.0,570.0,993.0,37.0,423.0,460.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
2001-04-01,2001,Apr.,4,-223.0,-182.0,-165.0,41.0,17.0,58.0,672.0,654.0,674.0,-18.0,20.0,2.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
2001-05-01,2001,May,5,-19.0,8.0,41.0,27.0,33.0,60.0,710.0,736.0,770.0,26.0,34.0,60.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
2001-06-01,2001,Jun.,6,-114.0,-93.0,-99.0,21.0,-6.0,15.0,466.0,478.0,471.0,12.0,-7.0,5.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
2001-07-01,2001,Jul.,7,-42.0,13.0,18.0,55.0,5.0,60.0,-1379.0,-1327.0,-1318.0,52.0,9.0,61.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
2001-08-01,2001,Aug.,8,-113.0,-84.0,-54.0,29.0,30.0,59.0,-123.0,-119.0,-93.0,4.0,26.0,30.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
2001-09-01,2001,Sep.,9,-199.0,-213.0,-165.0,-14.0,48.0,34.0,330.0,315.0,321.0,-15.0,6.0,-9.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
2001-10-01,2001,Oct.,10,-415.0,-468.0,-448.0,-53.0,20.0,-33.0,84.0,46.0,60.0,-38.0,14.0,-24.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
2001-11-01,2001,Nov.,11,-331.0,-371.0,-355.0,-40.0,16.0,-24.0,-133.0,-170.0,-153.0,-37.0,17.0,-20.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
2001-12-01,2001,Dec.,12,-124.0,-130.0,-106.0,-6.0,24.0,18.0,-301.0,-307.0,-292.0,-6.0,15.0,9.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
2002-01-01,2002,Jan.,1,-89.0,-126.0,-109.0,-37.0,17.0,-20.0,-2894.0,-2926.0,-2910.0,-32.0,16.0,-16.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
2002-02-01,2002,Feb.,2,66.0,-2.0,-4.0,-68.0,-2.0,-70.0,622.0,554.0,554.0,-68.0,0.0,-68.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
2002-03-01,2002,Mar.,3,58.0,-21.0,-5.0,-79.0,16.0,-63.0,644.0,566.0,88.0,-78.0,-478.0,-556.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
2002-04-01,2002,Apr.,4,43.0,6.0,-21.0,-37.0,-27.0,-64.0,785.0,762.0,733.0,-23.0,-29.0,-52.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
2002-05-01,2002,May,5,41.0,24.0,22.0,-17.0,-2.0,-19.0,840.0,826.0,823.0,-14.0,-3.0,-17.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
2002-06-01,2002,Jun.,6,36.0,66.0,34.0,30.0,-32.0,-2.0,415.0,446.0,413.0,31.0,-33.0,-2.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
2002-07-01,2002,Jul.,7,6.0,67.0,54.0,61.0,-13.0,48.0,-1305.0,-1242.0,-1255.0,63.0,-13.0,50.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
2002-08-01,2002,Aug.,8,39.0,107.0,123.0,68.0,16.0,84.0,15.0,84.0,96.0,69.0,12.0,81.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
2002-09-01,2002,Sep.,9,-43.0,-13.0,-84.0,30.0,-71.0,-41.0,478.0,511.0,522.0,33.0,11.0,44.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
2002-10-01,2002,Oct.,10,-5.0,86.0,69.0,91.0,-17.0,74.0,567.0,601.0,580.0,34.0,-21.0,13.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
2002-11-01,2002,Nov.,11,-40.0,-88.0,-81.0,-48.0,7.0,-41.0,100.0,58.0,63.0,-42.0,5.0,-37.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
2002-12-01,2002,Dec.,12,-101.0,-156.0,-147.0,-55.0,9.0,-46.0,-341.0,-393.0,-377.0,-52.0,16.0,-36.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
2003-01-01,2003,Jan.,1,143.0,185.0,203.0,42.0,18.0,60.0,-2722.0,-2684.0,-2669.0,38.0,15.0,53.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
2003-02-01,2003,Feb.,2,-308.0,-357.0,-353.0,-49.0,4.0,-45.0,315.0,274.0,276.0,-41.0,2.0,-39.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
2003-03-01,2003,Mar.,3,-108.0,-124.0,0.0,-16.0,,,496.0,484.0,0.0,-12.0,,,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
2003-04-01,2003,Apr.,4,-48.0,0.0,0.0,,,,714.0,0.0,0.0,,,,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
2003-05-01,2003,May,5,-17.0,-70.0,-76.0,-53.0,-6.0,-59.0,729.0,684.0,680.0,-45.0,-4.0,-49.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
2003-06-01,2003,Jun.,6,-30.0,-72.0,-83.0,-42.0,-11.0,-53.0,349.0,311.0,303.0,-38.0,-8.0,-46.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
2003-07-01,2003,Jul.,7,-44.0,-49.0,-57.0,-5.0,-8.0,-13.0,-1355.0,-1337.0,-1343.0,18.0,-6.0,12.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
2003-08-01,2003,Aug.,8,-93.0,-41.0,35.0,52.0,76.0,128.0,-76.0,5.0,32.0,81.0,27.0,108.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
2003-09-01,2003,Sep.,9,57.0,125.0,99.0,68.0,-26.0,42.0,490.0,616.0,601.0,126.0,-15.0,111.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
2003-10-01,2003,Oct.,10,126.0,137.0,100.0,11.0,-37.0,-26.0,822.0,821.0,791.0,-1.0,-30.0,-31.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
2003-11-01,2003,Nov.,11,57.0,43.0,83.0,-14.0,40.0,26.0,143.0,132.0,46.0,-11.0,-86.0,-97.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
2003-12-01,2003,Dec.,12,1.0,16.0,8.0,15.0,-8.0,7.0,-202.0,-193.0,-209.0,9.0,-16.0,-7.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
2004-01-01,2004,Jan.,1,112.0,97.0,159.0,-15.0,62.0,47.0,-2624.0,-2677.0,-2672.0,-53.0,5.0,-48.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
2004-02-01,2004,Feb.,2,21.0,46.0,83.0,25.0,37.0,62.0,588.0,604.0,596.0,16.0,-8.0,8.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
2004-03-01,2004,Mar.,3,308.0,337.0,353.0,29.0,16.0,45.0,1007.0,1034.0,1030.0,27.0,-4.0,23.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
2004-04-01,2004,Apr.,4,288.0,346.0,324.0,58.0,-22.0,36.0,1109.0,1159.0,1162.0,50.0,3.0,53.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
2004-05-01,2004,May,5,248.0,235.0,208.0,-13.0,-27.0,-40.0,939.0,897.0,903.0,-42.0,6.0,-36.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
2004-06-01,2004,Jun.,6,112.0,78.0,96.0,-34.0,18.0,-16.0,484.0,444.0,444.0,-40.0,0.0,-40.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
2004-07-01,2004,Jul.,7,32.0,73.0,85.0,41.0,12.0,53.0,-1206.0,-1135.0,-1152.0,71.0,-17.0,54.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
2004-08-01,2004,Aug.,8,144.0,128.0,198.0,-16.0,70.0,54.0,12.0,39.0,36.0,27.0,-3.0,24.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
2004-09-01,2004,Sep.,9,96.0,139.0,119.0,43.0,-20.0,23.0,704.0,730.0,715.0,26.0,-15.0,11.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
2004-10-01,2004,Oct.,10,337.0,303.0,312.0,-34.0,9.0,-25.0,1051.0,1014.0,1004.0,-37.0,-10.0,-47.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
2004-11-01,2004,Nov.,11,112.0,137.0,132.0,25.0,-5.0,20.0,224.0,279.0,267.0,55.0,-12.0,43.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
2004-12-01,2004,Dec.,12,157.0,133.0,155.0,-24.0,22.0,-2.0,-180.0,-206.0,-219.0,-26.0,-13.0,-39.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
2005-01-01,2005,Jan.,1,146.0,132.0,124.0,-14.0,-8.0,-22.0,-2662.0,-2713.0,-2692.0,-51.0,21.0,-30.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
2005-02-01,2005,Feb.,2,262.0,243.0,300.0,-19.0,57.0,38.0,856.0,833.0,842.0,-23.0,9.0,-14.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
2005-03-01,2005,Mar.,3,110.0,146.0,122.0,36.0,-24.0,12.0,817.0,858.0,859.0,41.0,1.0,42.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
2005-04-01,2005,Apr.,4,274.0,274.0,292.0,0.0,18.0,18.0,1179.0,1178.0,1181.0,-1.0,3.0,2.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
2005-05-01,2005,May,5,78.0,104.0,126.0,26.0,22.0,48.0,707.0,730.0,735.0,23.0,5.0,28.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
2005-06-01,2005,Jun.,6,146.0,166.0,175.0,20.0,9.0,29.0,611.0,620.0,606.0,9.0,-14.0,-5.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
2005-07-01,2005,Jul.,7,207.0,242.0,277.0,35.0,35.0,70.0,-1201.0,-1139.0,-1135.0,62.0,4.0,66.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
2005-08-01,2005,Aug.,8,169.0,211.0,148.0,42.0,-63.0,-21.0,123.0,210.0,187.0,87.0,-23.0,64.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
2005-09-01,2005,Sep.,9,-35.0,-8.0,17.0,27.0,25.0,52.0,532.0,566.0,565.0,34.0,-1.0,33.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
2005-10-01,2005,Oct.,10,56.0,44.0,25.0,-12.0,-19.0,-31.0,702.0,690.0,664.0,-12.0,-26.0,-38.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
2005-11-01,2005,Nov.,11,215.0,305.0,354.0,90.0,49.0,139.0,336.0,462.0,499.0,126.0,37.0,163.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
2005-12-01,2005,Dec.,12,108.0,140.0,145.0,32.0,5.0,37.0,-273.0,-272.0,-275.0,1.0,-3.0,-2.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
2006-01-01,2006,Jan.,1,193.0,170.0,154.0,-23.0,-16.0,-39.0,-2625.0,-2680.0,-2713.0,-55.0,-33.0,-88.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
2006-02-01,2006,Feb.,2,243.0,225.0,200.0,-18.0,-25.0,-43.0,904.0,873.0,868.0,-31.0,-5.0,-36.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
2006-03-01,2006,Mar.,3,211.0,200.0,175.0,-11.0,-25.0,-36.0,939.0,921.0,920.0,-18.0,-1.0,-19.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
2006-04-01,2006,Apr.,4,138.0,126.0,112.0,-12.0,-14.0,-26.0,922.0,925.0,914.0,3.0,-11.0,-8.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
2006-05-01,2006,May,5,75.0,92.0,100.0,17.0,8.0,25.0,769.0,811.0,835.0,42.0,24.0,66.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
2006-06-01,2006,Jun.,6,121.0,124.0,134.0,3.0,10.0,13.0,539.0,542.0,541.0,3.0,-1.0,2.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
2006-07-01,2006,Jul.,7,113.0,121.0,123.0,8.0,2.0,10.0,-1266.0,-1232.0,-1232.0,34.0,0.0,34.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
2006-08-01,2006,Aug.,8,128.0,188.0,230.0,60.0,42.0,102.0,107.0,206.0,224.0,99.0,18.0,117.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
2006-09-01,2006,Sep.,9,51.0,148.0,203.0,97.0,55.0,152.0,462.0,628.0,680.0,166.0,52.0,218.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
2006-10-01,2006,Oct.,10,92.0,79.0,86.0,-13.0,7.0,-6.0,712.0,707.0,709.0,-5.0,2.0,-3.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
2006-11-01,2006,Nov.,11,132.0,154.0,196.0,22.0,42.0,64.0,318.0,354.0,409.0,36.0,55.0,91.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
2006-12-01,2006,Dec.,12,167.0,206.0,226.0,39.0,20.0,59.0,-206.0,-136.0,-93.0,70.0,43.0,113.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
2007-01-01,2007,Jan.,1,111.0,146.0,162.0,35.0,16.0,51.0,-2814.0,-2780.0,-2770.0,34.0,10.0,44.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
2007-02-01,2007,Feb.,2,97.0,113.0,90.0,16.0,-23.0,-7.0,705.0,714.0,715.0,9.0,1.0,10.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
2007-03-01,2007,Mar.,3,180.0,177.0,175.0,-3.0,-2.0,-5.0,939.0,931.0,922.0,-8.0,-9.0,-17.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
2007-04-01,2007,Apr.,4,88.0,80.0,122.0,-8.0,42.0,34.0,833.0,827.0,856.0,-6.0,29.0,23.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
2007-05-01,2007,May,5,157.0,190.0,188.0,33.0,-2.0,31.0,880.0,941.0,973.0,61.0,32.0,93.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
2007-06-01,2007,Jun.,6,132.0,126.0,69.0,-6.0,-57.0,-63.0,504.0,506.0,506.0,2.0,0.0,2.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
2007-07-01,2007,Jul.,7,92.0,68.0,93.0,-24.0,25.0,1.0,-1333.0,-1367.0,-1375.0,-34.0,-8.0,-42.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
2007-08-01,2007,Aug.,8,-4.0,89.0,93.0,93.0,4.0,97.0,-42.0,123.0,123.0,165.0,0.0,165.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
2007-09-01,2007,Sep.,9,110.0,96.0,44.0,-14.0,-52.0,-66.0,626.0,593.0,547.0,-33.0,-46.0,-79.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
2007-10-01,2007,Oct.,10,166.0,170.0,159.0,4.0,-11.0,-7.0,759.0,797.0,802.0,38.0,5.0,43.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
2007-11-01,2007,Nov.,11,94.0,115.0,60.0,21.0,-55.0,-34.0,240.0,310.0,313.0,70.0,3.0,73.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
2007-12-01,2007,Dec.,12,18.0,82.0,41.0,64.0,-41.0,23.0,-339.0,-177.0,-216.0,162.0,-39.0,123.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
