date,year,month,month_num,sa_1st,sa_2nd,sa_3rd,sa_rev_2nd_minus_1st,sa_rev_3rd_minus_2nd,sa_rev_3rd_minus_1st,nsa_1st,nsa_2nd,nsa_3rd,nsa_rev_2nd_minus_1st,nsa_rev_3rd_minus_2nd,nsa_rev_3rd_minus_1st,source_url,scraped_at
1988-05-01,1988,May,5,209.0,221.0,208.0,12.0,-13.0,-1.0,802.0,810.0,797.0,8.0,-13.0,-5.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
1988-06-01,1988,Jun.,6,346.0,532.0,568.0,186.0,36.0,222.0,740.0,926.0,964.0,186.0,38.0,224.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
1988-07-01,1988,Jul.,7,283.0,200.0,214.0,-83.0,14.0,-69.0,-784.0,-865.0,-851.0,-81.0,14.0,-67.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
1988-08-01,1988,Aug.,8,219.0,169.0,154.0,-50.0,-15.0,-65.0,232.0,184.0,172.0,-48.0,-12.0,-60.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
1988-09-01,1988,Sep.,9,255.0,304.0,312.0,49.0,8.0,57.0,844.0,888.0,897.0,44.0,9.0,53.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
1988-10-01,1988,Oct.,10,323.0,238.0,236.0,-85.0,-2.0,-87.0,800.0,716.0,712.0,-84.0,-4.0,-88.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
1988-11-01,1988,Nov.,11,463.0,404.0,446.0,-59.0,42.0,-17.0,478.0,421.0,463.0,-57.0,42.0,-15.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
1988-12-01,1988,Dec.,12,279.0,221.0,222.0,-58.0,1.0,-57.0,236.0,174.0,178.0,-62.0,4.0,-58.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
1989-01-01,1989,Jan.,1,408.0,415.0,424.0,7.0,9.0,16.0,-1973.0,-1968.0,-1960.0,5.0,8.0,13.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
1989-02-01,1989,Feb.,2,289.0,280.0,276.0,-9.0,-4.0,-13.0,416.0,411.0,406.0,-5.0,-5.0,-10.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
1989-03-01,1989,Mar.,3,180.0,171.0,177.0,-9.0,6.0,-3.0,679.0,669.0,80.0,-10.0,-589.0,-599.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
1989-04-01,1989,Apr.,4,117.0,206.0,213.0,89.0,7.0,96.0,890.0,919.0,927.0,29.0,8.0,37.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
1989-05-01,1989,May,5,101.0,207.0,209.0,106.0,2.0,108.0,693.0,798.0,801.0,105.0,3.0,108.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
1989-06-01,1989,Jun.,6,180.0,250.0,297.0,70.0,47.0,117.0,676.0,739.0,789.0,63.0,50.0,113.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
1989-07-01,1989,Jul.,7,169.0,184.0,160.0,15.0,-24.0,-9.0,-977.0,-972.0,-994.0,5.0,-22.0,-17.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
1989-08-01,1989,Aug.,8,110.0,88.0,120.0,-22.0,32.0,10.0,118.0,98.0,126.0,-20.0,28.0,8.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
1989-09-01,1989,Sep.,9,209.0,201.0,209.0,-8.0,8.0,0.0,815.0,811.0,820.0,-4.0,9.0,5.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
1989-10-01,1989,Oct.,10,233.0,93.0,75.0,-140.0,-18.0,-158.0,647.0,507.0,489.0,-140.0,-18.0,-158.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
1989-11-01,1989,Nov.,11,210.0,222.0,281.0,12.0,59.0,71.0,342.0,353.0,415.0,11.0,62.0,73.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
1989-12-01,1989,Dec.,12,142.0,96.0,118.0,-46.0,22.0,-24.0,51.0,1.0,26.0,-50.0,25.0,-25.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
1990-01-01,1990,Jan.,1,275.0,332.0,361.0,57.0,29.0,86.0,-2126.0,-2074.0,-2044.0,52.0,30.0,82.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
1990-02-01,1990,Feb.,2,372.0,356.0,373.0,-16.0,17.0,1.0,527.0,506.0,523.0,-21.0,17.0,-4.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
1990-03-01,1990,Mar.,3,26.0,103.0,123.0,77.0,20.0,97.0,601.0,664.0,686.0,63.0,22.0,85.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
1990-04-01,1990,Apr.,4,64.0,-23.0,-26.0,-87.0,-3.0,-90.0,773.0,682.0,684.0,-91.0,2.0,-89.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
1990-05-01,1990,May,5,164.0,356.0,369.0,192.0,13.0,205.0,768.0,955.0,967.0,187.0,12.0,199.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
1990-06-01,1990,Jun.,6,40.0,155.0,212.0,115.0,57.0,172.0,548.0,665.0,542.0,117.0,-123.0,-6.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
1990-07-01,1990,Jul.,7,-219.0,-89.0,-89.0,130.0,0.0,130.0,-1384.0,-1296.0,-1297.0,88.0,-1.0,87.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
1990-08-01,1990,Aug.,8,-75.0,-83.0,-127.0,-8.0,-44.0,-52.0,-132.0,-136.0,-173.0,-4.0,-37.0,-41.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
1990-09-01,1990,Sep.,9,-101.0,-52.0,-1.0,49.0,51.0,100.0,513.0,554.0,606.0,41.0,52.0,93.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
1990-10-01,1990,Oct.,10,-68.0,-178.0,-180.0,-110.0,-2.0,-112.0,377.0,261.0,258.0,-116.0,-3.0,-119.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
1990-11-01,1990,Nov.,11,-267.0,-259.0,-267.0,8.0,-8.0,0.0,-67.0,-59.0,-69.0,8.0,-10.0,-2.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
1990-12-01,1990,Dec.,12,-76.0,-148.0,-161.0,-72.0,-13.0,-85.0,-187.0,-258.0,-273.0,-71.0,-15.0,-86.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
1991-01-01,1991,Jan.,1,-232.0,-233.0,-191.0,-1.0,42.0,41.0,-2525.0,-2520.0,-2480.0,5.0,40.0,45.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
1991-02-01,1991,Feb.,2,-184.0,-291.0,-286.0,-107.0,5.0,-102.0,61.0,-43.0,-39.0,-104.0,4.0,-100.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
1991-03-01,1991,Mar.,3,-206.0,-241.0,-258.0,-35.0,-17.0,-52.0,307.0,271.0,-160.0,-36.0,-431.0,-467.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
1991-04-01,1991,Apr.,4,-124.0,-180.0,-166.0,-56.0,14.0,-42.0,509.0,429.0,443.0,-80.0,14.0,-66.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
1991-05-01,1991,May,5,59.0,119.0,151.0,60.0,32.0,92.0,619.0,681.0,714.0,62.0,33.0,95.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
1991-06-01,1991,Jun.,6,-50.0,-21.0,-2.0,29.0,19.0,48.0,484.0,515.0,532.0,31.0,17.0,48.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
1991-07-01,1991,Jul.,7,-51.0,-73.0,-26.0,-22.0,47.0,25.0,-1257.0,-1275.0,-1229.0,-18.0,46.0,28.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
1991-08-01,1991,Aug.,8,34.0,77.0,112.0,43.0,35.0,78.0,11.0,48.0,80.0,37.0,32.0,69.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
1991-09-01,1991,Sep.,9,24.0,48.0,95.0,24.0,47.0,71.0,662.0,685.0,734.0,23.0,49.0,72.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
1991-10-01,1991,Oct.,10,-1.0,4.0,7.0,5.0,3.0,8.0,368.0,374.0,375.0,6.0,1.0,7.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
1991-11-01,1991,Nov.,11,-241.0,-265.0,-230.0,-24.0,35.0,11.0,8.0,-12.0,26.0,-20.0,38.0,18.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
1991-12-01,1991,Dec.,12,31.0,3.0,39.0,-28.0,36.0,8.0,-126.0,-154.0,-121.0,-28.0,33.0,5.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
1992-01-01,1992,Jan.,1,-91.0,-149.0,-122.0,-58.0,27.0,-31.0,-2337.0,-2395.0,-2368.0,-58.0,27.0,-31.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
1992-02-01,1992,Feb.,2,164.0,107.0,106.0,-57.0,-1.0,-58.0,319.0,262.0,262.0,-57.0,0.0,-57.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
1992-03-01,1992,Mar.,3,19.0,39.0,58.0,20.0,19.0,39.0,459.0,480.0,-236.0,21.0,-716.0,-695.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
1992-04-01,1992,Apr.,4,126.0,182.0,177.0,56.0,-5.0,51.0,681.0,785.0,781.0,104.0,-4.0,100.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
1992-05-01,1992,May,5,68.0,93.0,119.0,25.0,26.0,51.0,686.0,712.0,736.0,26.0,24.0,50.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
1992-06-01,1992,Jun.,6,-117.0,-63.0,-73.0,54.0,-10.0,44.0,457.0,518.0,502.0,61.0,-16.0,45.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
1992-07-01,1992,Jul.,7,198.0,177.0,171.0,-21.0,-6.0,-27.0,-1061.0,-1077.0,-1080.0,-16.0,-3.0,-19.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
1992-08-01,1992,Aug.,8,-83.0,-128.0,-109.0,-45.0,19.0,-26.0,-26.0,-73.0,-54.0,-47.0,19.0,-28.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
1992-09-01,1992,Sep.,9,-57.0,-72.0,12.0,-15.0,84.0,69.0,643.0,626.0,708.0,-17.0,82.0,65.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
1992-10-01,1992,Oct.,10,27.0,34.0,74.0,7.0,40.0,47.0,398.0,411.0,448.0,13.0,37.0,50.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
1992-11-01,1992,Nov.,11,105.0,76.0,75.0,-29.0,-1.0,-30.0,219.0,195.0,192.0,-24.0,-3.0,-27.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
1992-12-01,1992,Dec.,12,64.0,90.0,106.0,26.0,16.0,42.0,-102.0,-72.0,-58.0,30.0,14.0,44.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
1993-01-01,1993,Jan.,1,106.0,44.0,113.0,-62.0,69.0,7.0,-2191.0,-2251.0,-2182.0,-60.0,69.0,9.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
1993-02-01,1993,Feb.,2,365.0,367.0,338.0,2.0,-29.0,-27.0,549.0,552.0,521.0,3.0,-31.0,-28.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
1993-03-01,1993,Mar.,3,-22.0,-9.0,26.0,13.0,35.0,48.0,416.0,431.0,799.0,15.0,368.0,383.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
1993-04-01,1993,Apr.,4,119.0,216.0,255.0,97.0,39.0,136.0,734.0,875.0,910.0,141.0,35.0,176.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
1993-05-01,1993,May,5,209.0,215.0,238.0,6.0,23.0,29.0,902.0,918.0,939.0,16.0,21.0,37.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
1993-06-01,1993,Jun.,6,13.0,44.0,43.0,31.0,-1.0,30.0,494.0,525.0,527.0,31.0,2.0,33.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
1993-07-01,1993,Jul.,7,162.0,211.0,237.0,49.0,26.0,75.0,-1022.0,-973.0,-950.0,49.0,23.0,72.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
1993-08-01,1993,Aug.,8,-39.0,-41.0,-33.0,-2.0,8.0,6.0,-7.0,-7.0,3.0,0.0,10.0,10.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
1993-09-01,1993,Sep.,9,156.0,162.0,197.0,6.0,35.0,41.0,835.0,842.0,874.0,7.0,32.0,39.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
1993-10-01,1993,Oct.,10,177.0,147.0,162.0,-30.0,15.0,-15.0,572.0,544.0,556.0,-28.0,12.0,-16.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
1993-11-01,1993,Nov.,11,208.0,202.0,216.0,-6.0,14.0,8.0,275.0,272.0,287.0,-3.0,15.0,12.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
1993-12-01,1993,Dec.,12,183.0,190.0,230.0,7.0,40.0,47.0,0.0,8.0,48.0,8.0,40.0,48.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
1994-01-01,1994,Jan.,1,62.0,-2.0,-31.0,-64.0,-29.0,-93.0,-2305.0,-2369.0,-2399.0,-64.0,-30.0,-94.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
1994-02-01,1994,Feb.,2,217.0,198.0,278.0,-19.0,80.0,61.0,485.0,466.0,541.0,-19.0,75.0,56.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
1994-03-01,1994,Mar.,3,456.0,464.0,379.0,8.0,-85.0,-77.0,859.0,870.0,1386.0,11.0,516.0,527.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
1994-04-01,1994,Apr.,4,267.0,358.0,401.0,91.0,43.0,134.0,985.0,1055.0,1098.0,70.0,43.0,113.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
1994-05-01,1994,May,5,191.0,252.0,252.0,61.0,0.0,61.0,954.0,1017.0,1019.0,63.0,2.0,65.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
1994-06-01,1994,Jun.,6,379.0,356.0,383.0,-23.0,27.0,4.0,843.0,829.0,855.0,-14.0,26.0,12.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
1994-07-01,1994,Jul.,7,259.0,251.0,290.0,-8.0,39.0,31.0,-941.0,-949.0,-909.0,-8.0,40.0,32.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
1994-08-01,1994,Aug.,8,179.0,246.0,290.0,67.0,44.0,111.0,140.0,199.0,239.0,59.0,40.0,99.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
1994-09-01,1994,Sep.,9,239.0,248.0,272.0,9.0,24.0,33.0,963.0,972.0,995.0,9.0,23.0,32.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
1994-10-01,1994,Oct.,10,194.0,164.0,162.0,-30.0,-2.0,-32.0,604.0,571.0,575.0,-33.0,4.0,-29.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
1994-11-01,1994,Nov.,11,350.0,488.0,534.0,138.0,46.0,184.0,418.0,557.0,601.0,139.0,44.0,183.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
1994-12-01,1994,Dec.,12,256.0,210.0,231.0,-46.0,21.0,-25.0,35.0,-3.0,16.0,-38.0,19.0,-19.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
1995-01-01,1995,Jan.,1,134.0,176.0,169.0,42.0,-7.0,35.0,-2411.0,-2365.0,-2376.0,46.0,-11.0,35.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
1995-02-01,1995,Feb.,2,318.0,345.0,355.0,27.0,10.0,37.0,590.0,620.0,626.0,30.0,6.0,36.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
1995-03-01,1995,Mar.,3,203.0,177.0,179.0,-26.0,2.0,-24.0,679.0,655.0,1174.0,-24.0,519.0,495.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
1995-04-01,1995,Apr.,4,-9.0,-7.0,8.0,2.0,15.0,17.0,833.0,813.0,826.0,-20.0,13.0,-7.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
1995-05-01,1995,May,5,-101.0,-46.0,-62.0,55.0,-16.0,39.0,673.0,739.0,725.0,66.0,-14.0,52.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
1995-06-01,1995,Jun.,6,215.0,250.0,299.0,35.0,49.0,84.0,668.0,710.0,757.0,42.0,47.0,89.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
1995-07-01,1995,Jul.,7,55.0,6.0,28.0,-49.0,22.0,-27.0,-1157.0,-1211.0,-1192.0,-54.0,19.0,-35.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
1995-08-01,1995,Aug.,8,249.0,262.0,263.0,13.0,1.0,14.0,154.0,166.0,165.0,12.0,-1.0,11.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
1995-09-01,1995,Sep.,9,121.0,50.0,94.0,-71.0,44.0,-27.0,868.0,801.0,842.0,-67.0,41.0,-26.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
1995-10-01,1995,Oct.,10,116.0,66.0,68.0,-50.0,2.0,-48.0,582.0,531.0,533.0,-51.0,2.0,-49.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
1995-11-01,1995,Nov.,11,166.0,164.0,212.0,-2.0,48.0,46.0,149.0,147.0,195.0,-2.0,48.0,46.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
1995-12-01,1995,Dec.,12,151.0,161.0,145.0,10.0,-16.0,-6.0,7.0,18.0,-1.0,11.0,-19.0,-8.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
1996-01-01,1996,Jan.,1,-201.0,-188.0,-146.0,13.0,42.0,55.0,-2798.0,-2781.0,-2740.0,17.0,41.0,58.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
1996-02-01,1996,Feb.,2,705.0,624.0,631.0,-81.0,7.0,-74.0,1035.0,959.0,963.0,-76.0,4.0,-72.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
1996-03-01,1996,Mar.,3,140.0,178.0,158.0,38.0,-20.0,18.0,676.0,719.0,1515.0,43.0,796.0,839.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
1996-04-01,1996,Apr.,4,2.0,163.0,191.0,161.0,28.0,189.0,795.0,846.0,870.0,51.0,24.0,75.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
1996-05-01,1996,May,5,348.0,365.0,407.0,17.0,42.0,59.0,1063.0,1077.0,1122.0,14.0,45.0,59.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
1996-06-01,1996,Jun.,6,239.0,220.0,219.0,-19.0,-1.0,-20.0,713.0,695.0,691.0,-18.0,-4.0,-22.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
1996-07-01,1996,Jul.,7,193.0,228.0,235.0,35.0,7.0,42.0,-1066.0,-1039.0,-1024.0,27.0,15.0,42.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
1996-08-01,1996,Aug.,8,250.0,241.0,263.0,-9.0,22.0,13.0,211.0,210.0,227.0,-1.0,17.0,16.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
1996-09-01,1996,Sep.,9,-40.0,-35.0,-2.0,5.0,33.0,38.0,718.0,727.0,750.0,9.0,23.0,32.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
1996-10-01,1996,Oct.,10,210.0,224.0,261.0,14.0,37.0,51.0,660.0,672.0,711.0,12.0,39.0,51.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
1996-11-01,1996,Nov.,11,118.0,127.0,181.0,9.0,54.0,63.0,280.0,284.0,336.0,4.0,52.0,56.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
1996-12-01,1996,Dec.,12,262.0,261.0,231.0,-1.0,-30.0,-31.0,-25.0,-26.0,-61.0,-1.0,-35.0,-36.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
1997-01-01,1997,Jan.,1,271.0,247.0,259.0,-24.0,12.0,-12.0,-2570.0,-2584.0,-2567.0,-14.0,17.0,3.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
1997-02-01,1997,Feb.,2,339.0,293.0,314.0,-46.0,21.0,-25.0,800.0,750.0,767.0,-50.0,17.0,-33.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
1997-03-01,1997,Mar.,3,175.0,139.0,182.0,-36.0,43.0,7.0,847.0,817.0,755.0,-30.0,-62.0,-92.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
1997-04-01,1997,Apr.,4,142.0,323.0,327.0,181.0,4.0,185.0,835.0,967.0,964.0,132.0,-3.0,129.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
1997-05-01,1997,May,5,138.0,166.0,163.0,28.0,-3.0,25.0,1014.0,1046.0,1041.0,32.0,-5.0,27.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
1997-06-01,1997,Jun.,6,217.0,228.0,222.0,11.0,-6.0,5.0,627.0,638.0,634.0,11.0,-4.0,7.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
1997-07-01,1997,Jul.,7,316.0,365.0,384.0,49.0,19.0,68.0,-938.0,-898.0,-879.0,40.0,19.0,59.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
1997-08-01,1997,Aug.,8,49.0,40.0,52.0,-9.0,12.0,3.0,18.0,4.0,16.0,-14.0,12.0,-2.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
1997-09-01,1997,Sep.,9,215.0,269.0,300.0,54.0,31.0,85.0,903.0,956.0,981.0,53.0,25.0,78.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
1997-10-01,1997,Oct.,10,284.0,287.0,291.0,3.0,4.0,7.0,870.0,876.0,882.0,6.0,6.0,12.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
1997-11-01,1997,Nov.,11,404.0,412.0,429.0,8.0,17.0,25.0,389.0,397.0,420.0,8.0,23.0,31.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
1997-12-01,1997,Dec.,12,370.0,355.0,354.0,-15.0,-1.0,-16.0,187.0,168.0,167.0,-19.0,-1.0,-20.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
1998-01-01,1998,Jan.,1,358.0,375.0,399.0,17.0,24.0,41.0,-2574.0,-2559.0,-2538.0,15.0,21.0,36.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
1998-02-01,1998,Feb.,2,310.0,252.0,259.0,-58.0,7.0,-51.0,834.0,780.0,780.0,-54.0,0.0,-54.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
